Date,USDTRY,VIX,GOLD,BIST100
2023-04-18,19.385299682617188,16.829999923706055,2007.4000244140625,5018.67333984375
2023-04-19,19.399599075317383,16.459999084472656,1995.199951171875,5061.17333984375
2023-04-20,19.3981990814209,17.170000076293945,2007.5999755859375,5012.2734375
2023-04-21,19.404260635375977,16.770000457763672,1979.5,5012.2734375
2023-04-24,19.405170440673828,16.889999389648438,1989.0999755859375,5022.77294921875
2023-04-25,19.402700424194336,18.760000228881836,1994.0,4890.97412109375
2023-04-26,19.41783905029297,18.84000015258789,1985.699951171875,4783.474609375
2023-04-27,19.423099517822266,17.030000686645508,1989.9000244140625,4789.57470703125
2023-04-28,19.43549919128418,15.779999732971191,1990.0999755859375,4617.87548828125
2023-05-01,19.449499130249023,16.079999923706055,1983.4000244140625,4617.87548828125
2023-05-02,19.452049255371094,17.780000686645508,2014.300048828125,4506.17626953125
2023-05-03,19.473539352416992,18.34000015258789,2028.5999755859375,4485.97607421875
2023-05-04,19.474889755249023,20.09000015258789,2048.0,4484.3759765625
2023-05-05,19.487199783325195,17.190000534057617,2017.4000244140625,4400.7763671875
2023-05-08,19.499000549316406,16.979999542236328,2026.300048828125,4561.87548828125
2023-05-09,19.50189971923828,17.709999084472656,2036.199951171875,4536.17626953125
2023-05-10,19.520000457763672,16.940000534057617,2030.5,4494.47607421875
2023-05-11,19.53969955444336,16.93000030517578,2014.699951171875,4847.97412109375
2023-05-12,19.565799713134766,17.030000686645508,2014.5,4795.57470703125
2023-05-15,19.628000259399414,17.1200008392334,2018.0,4501.17626953125
2023-05-16,19.67970085144043,17.989999771118164,1988.4000244140625,4589.67578125
2023-05-17,19.731300354003906,16.8700008392334,1980.699951171875,4661.67529296875
2023-05-18,19.764400482177734,16.049999237060547,1956.5,4501.67626953125
2023-05-19,19.806859970092773,16.809999465942383,1978.699951171875,4501.67626953125
2023-05-22,19.815900802612305,17.209999084472656,1974.800048828125,4466.17626953125
2023-05-23,19.84454917907715,18.530000686645508,1972.4000244140625,4470.97607421875
2023-05-24,19.863929748535156,20.030000686645508,1962.800048828125,4424.87646484375
2023-05-25,19.907100677490234,19.139999389648438,1943.0999755859375,4427.9765625
2023-05-26,19.97439956665039,17.950000762939453,1944.0999755859375,4580.67578125
2023-05-29,19.989200592041016,17.950000762939453,1944.0999755859375,4768.57470703125
2023-05-30,20.1270809173584,17.459999084472656,1958.0,4951.37353515625
2023-05-31,20.611600875854492,17.940000534057617,1963.9000244140625,4886.8740234375
2023-06-01,20.786399841308594,15.649999618530273,1978.0,4959.7734375
2023-06-02,20.890199661254883,14.600000381469727,1952.4000244140625,5114.97265625
2023-06-05,21.080299377441406,14.729999542236328,1958.0,5372.671875
2023-06-06,21.269500732421875,13.960000038146973,1965.5,5388.77099609375
2023-06-07,21.93440055847168,13.9399995803833,1942.699951171875,5561.1708984375
2023-06-08,23.295530319213867,13.649999618530273,1963.5999755859375,5553.970703125
2023-06-09,23.498699188232422,13.829999923706055,1962.199951171875,5626.47021484375
2023-06-12,23.645999908447266,15.010000228881836,1955.300048828125,5588.97021484375
